"iditem_liquidacion_final"|"fecha_creado"|"creado_por"|"orden"|"descripcion"|"comprobante_nro"|"total_guarani"|"sin_iva"|"solo_iva"|"fk_idliquidacion_final"|"fk_idcomprobante_liquidacion"
1959|"2022-07-05 13:59:06.304"|"5-Angel Rios "|6|"FOTOCOPIAS"|"001-001-0008987"|50000|45454|4545|108|12
1960|"2022-07-05 13:59:06.309"|"5-Angel Rios "|7|"TASA MIC CO"|"1870821"|102489|102089|400|108|29
1961|"2022-07-05 13:59:06.314"|"5-Angel Rios "|8|"TASA UIP CO"|"002-002-0008249"|98089|98089|0|108|30
1962|"2022-07-05 13:59:06.319"|"5-Angel Rios "|9|"HON. DESP. S/ LEY 220/93"|"001-001-0002028"|3105111|2822828|282282|108|16
1963|"2022-07-05 15:31:50.179"|"5-Angel Rios "|1|"INDI"|"22005IC04013396R"|26950|26950|0|109|3
1964|"2022-07-05 15:31:50.186"|"5-Angel Rios "|2|"SERVICIO DE VALORACION"|"22005IC04013396R"|5156528|5156528|0|109|5
1965|"2022-07-05 15:31:50.194"|"5-Angel Rios "|3|"IRACIS GENERAL 700"|"22005IC04013396R"|4147497|4147497|0|109|7
1966|"2022-07-05 15:31:50.198"|"5-Angel Rios "|4|"I.V.A."|"22005IC04013396R"|103687416|0|103687416|109|8
1967|"2022-07-05 15:31:50.203"|"5-Angel Rios "|5|"CANON INFORMATICO"|"4244011"|245222|245222|0|109|9
1968|"2022-07-05 15:31:50.208"|"5-Angel Rios "|6|"FOTOCOPIAS"|"001-002-0017924"|80000|72727|7272|109|12
1969|"2022-07-05 15:31:50.212"|"5-Angel Rios "|7|"TASA PORTUARIA"|"002-007-0017108"|4843501|4403182|440318|109|14
1970|"2022-07-05 15:31:50.218"|"5-Angel Rios "|8|"CDAP/ANNP"|"001-025-0133628"|6858|6234|623|109|10
1971|"2022-07-05 15:31:50.223"|"5-Angel Rios "|9|"SERVICIOS SOFIA / ANNP"|"001-004-0081412"|121088|110080|11008|109|11
1972|"2022-07-05 15:31:50.228"|"5-Angel Rios "|10|"APERTURA AG. TRANSP."|"003-001-0001318"|480000|436363|43636|109|13
1973|"2022-07-05 15:31:50.237"|"5-Angel Rios "|11|"VISACION CONSUL"|"02951188/89/90/91/92"|1110120|1110120|0|109|15
1974|"2022-07-05 15:31:50.241"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002029"|7187309|6533917|653391|109|16
1975|"2022-07-05 16:25:06.671"|"5-Angel Rios "|1|"INDI"|"22005IC04013396R"|26950|26950|0|110|3
1976|"2022-07-05 16:25:06.675"|"5-Angel Rios "|2|"SERVICIO DE VALORACION"|"22005IC04013396R"|5156528|5156528|0|110|5
1977|"2022-07-05 16:25:06.68"|"5-Angel Rios "|3|"IRACIS GENERAL 700"|"22005IC04013396R"|4147497|4147497|0|110|7
1978|"2022-07-05 16:25:06.685"|"5-Angel Rios "|4|"I.V.A."|"22005IC04013396R"|103687416|0|103687416|110|8
1979|"2022-07-05 16:25:06.689"|"5-Angel Rios "|5|"CANON INFORMATICO"|"4244011"|245222|245222|0|110|9
1980|"2022-07-05 16:25:06.695"|"5-Angel Rios "|6|"FOTOCOPIAS"|"001-002-0017924"|80000|72727|7272|110|12
1981|"2022-07-05 16:25:06.701"|"5-Angel Rios "|7|"TASA PORTUARIA"|"002-007-0017108"|4843501|4403182|440318|110|14
1982|"2022-07-05 16:25:06.708"|"5-Angel Rios "|8|"CDAP/ANNP"|"001-025-0133628"|6858|6234|623|110|10
1983|"2022-07-05 16:25:06.714"|"5-Angel Rios "|9|"SERVICIOS SOFIA / ANNP"|"001-004-0081412"|121088|110080|11008|110|11
1984|"2022-07-05 16:25:06.72"|"5-Angel Rios "|10|"APERTURA AG. TRANSP."|"003-001-0001318"|480000|436363|43636|110|13
1985|"2022-07-05 16:25:06.729"|"5-Angel Rios "|11|"VISACION CONSUL"|"02951188/89/90/91/92"|1110120|1110120|0|110|15
1986|"2022-07-05 16:25:06.734"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002029"|7187309|6533917|653391|110|16
1987|"2022-07-06 13:26:53.042"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013270X"|2806338|2806338|0|111|2
1988|"2022-07-06 13:26:53.055"|"5-Angel Rios "|2|"INDI"|"22005IC04013270X"|14420|14420|0|111|3
1989|"2022-07-06 13:26:53.064"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013270X"|233361|233361|0|111|5
1990|"2022-07-06 13:26:53.07"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013270X"|200132|200132|0|111|7
1991|"2022-07-06 13:26:53.075"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013270X"|5003292|0|5003292|111|8
1992|"2022-07-06 13:26:53.085"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4252470"|245222|245222|0|111|9
1993|"2022-07-06 13:26:53.091"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017921"|70000|63636|6363|111|12
1994|"2022-07-06 13:26:53.097"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0016627"|260327|236660|23666|111|14
1995|"2022-07-06 13:26:53.105"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0132745"|6849|6226|622|111|10
1996|"2022-07-06 13:26:53.112"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0080530"|6508|5916|591|111|11
1997|"2022-07-06 13:26:53.118"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015537"|175000|81818|8182|111|13
1998|"2022-07-06 13:26:53.122"|"5-Angel Rios "|12|"VISACION CONSUL"|"02945153"|230000|230000|0|111|15
1999|"2022-07-06 13:26:53.133"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002030"|1859000|1690000|169000|111|16
2000|"2022-07-06 13:26:53.159"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"1051806"|616357|616357|0|111|32
2001|"2022-07-06 13:26:53.169"|"5-Angel Rios "|15|"CDAP PAGOS"|"001-024-0122431"|10000|9090|909|111|27
2002|"2022-07-06 13:26:53.175"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002031"|4400000|4400000|0|111|21
2003|"2022-07-06 13:49:54.881"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013407K"|0|0|0|112|2
2004|"2022-07-06 13:49:54.888"|"5-Angel Rios "|2|"INDI"|"22005IC04013407K"|26950|26950|0|112|3
2005|"2022-07-06 13:49:54.897"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013407K"|390196|390196|0|112|5
2006|"2022-07-06 13:49:54.902"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013407K"|315365|315365|0|112|7
2007|"2022-07-06 13:49:54.907"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013407K"|7884144|0|7884144|112|8
2008|"2022-07-06 13:49:54.911"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4274144"|245222|245222|0|112|9
2009|"2022-07-06 13:49:54.922"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017922"|100000|90909|9090|112|12
2010|"2022-07-06 13:49:54.927"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0017208"|484304|440276|44027|112|14
2011|"2022-07-06 13:49:54.931"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0133802"|6858|6234|623|112|10
2012|"2022-07-06 13:49:54.936"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0081585"|12108|11007|1100|112|11
2013|"2022-07-06 13:49:54.94"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015542"|175000|81818|8182|112|13
2014|"2022-07-06 13:49:54.944"|"5-Angel Rios "|12|"VISACION CONSUL"|"02952474/75/76"|425000|425000|0|112|15
2015|"2022-07-06 13:49:54.951"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002032"|2216500|2015000|201500|112|16
2016|"2022-07-06 13:49:54.958"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"x"|0|0|0|112|32
2017|"2022-07-06 13:49:54.964"|"5-Angel Rios "|15|"CDAP PAGOS"|"x"|0|0|0|112|27
2018|"2022-07-06 13:49:54.969"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002033"|1650000|1650000|0|112|21
2019|"2022-07-06 14:14:21.57"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013407K"|0|0|0|113|2
2020|"2022-07-06 14:14:21.586"|"5-Angel Rios "|2|"INDI"|"22005IC04013407K"|26950|26950|0|113|3
2021|"2022-07-06 14:14:21.593"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013407K"|390196|390196|0|113|5
2022|"2022-07-06 14:14:21.598"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013407K"|315365|315365|0|113|7
2023|"2022-07-06 14:14:21.605"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013407K"|7884144|0|7884144|113|8
2024|"2022-07-06 14:14:21.61"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4274144"|245222|245222|0|113|9
2025|"2022-07-06 14:14:21.616"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017922"|100000|90909|9090|113|12
2026|"2022-07-06 14:14:21.623"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0017208"|484304|440276|44027|113|14
2027|"2022-07-06 14:14:21.629"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0133802"|6858|6234|623|113|10
2028|"2022-07-06 14:14:21.638"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0081585"|12108|11007|1100|113|11
2029|"2022-07-06 14:14:21.642"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015542"|175000|81818|8182|113|13
2030|"2022-07-06 14:14:21.647"|"5-Angel Rios "|12|"VISACION CONSUL"|"02952474/75/76"|425000|425000|0|113|15
2031|"2022-07-06 14:14:21.659"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002032"|2216500|2015000|201500|113|16
2032|"2022-07-06 14:14:21.665"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"x"|0|0|0|113|32
2033|"2022-07-06 14:14:21.67"|"5-Angel Rios "|15|"CDAP PAGOS"|"x"|0|0|0|113|27
2034|"2022-07-06 14:14:21.675"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002033"|1650000|1650000|0|113|21
2035|"2022-07-06 14:47:22.252"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013496S"|20003316|20003316|0|114|2
2036|"2022-07-06 14:47:22.261"|"5-Angel Rios "|2|"INDI"|"22005IC04013496S"|26950|26950|0|114|3
2037|"2022-07-06 14:47:22.268"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013496S"|2527291|2527291|0|114|5
2038|"2022-07-06 14:47:22.274"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013496S"|2113604|2113604|0|114|7
2039|"2022-07-06 14:47:22.282"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013496S"|52840076|0|52840076|114|8
2040|"2022-07-06 14:47:22.286"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4274154"|245222|245222|0|114|9
2041|"2022-07-06 14:47:22.293"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017934"|100000|90909|9090|114|12
2042|"2022-07-06 14:47:22.299"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0017494"|2491893|2265357|226535|114|14
2043|"2022-07-06 14:47:22.303"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0134397"|6863|6239|623|114|10
2044|"2022-07-06 14:47:22.308"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0082181"|62297|56633|5663|114|11
2045|"2022-07-06 14:47:22.313"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015567"|175000|159090|15909|114|13
2046|"2022-07-06 14:47:22.318"|"5-Angel Rios "|12|"VISACION CONSUL"|"02952471/72/73/77"|754000|754000|0|114|15
2047|"2022-07-06 14:47:22.322"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002034"|5452700|4957000|495700|114|16
2048|"2022-07-06 14:47:22.327"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"x"|0|0|0|114|32
2049|"2022-07-06 14:47:22.333"|"5-Angel Rios "|15|"CDAP PAGOS"|"x"|0|0|0|114|27
2050|"2022-07-06 14:47:22.338"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"x"|0|0|0|114|21
2051|"2022-07-06 14:48:43.149"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013407K"|0|0|0|115|2
2052|"2022-07-06 14:48:43.154"|"5-Angel Rios "|2|"INDI"|"22005IC04013407K"|26950|26950|0|115|3
2053|"2022-07-06 14:48:43.162"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013407K"|390196|390196|0|115|5
2054|"2022-07-06 14:48:43.167"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013407K"|315365|315365|0|115|7
2055|"2022-07-06 14:48:43.172"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013407K"|7884144|0|7884144|115|8
2056|"2022-07-06 14:48:43.179"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4274144"|245222|245222|0|115|9
2057|"2022-07-06 14:48:43.185"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017922"|100000|90909|9090|115|12
2058|"2022-07-06 14:48:43.19"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0017208"|484304|440276|44027|115|14
2059|"2022-07-06 14:48:43.199"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0133802"|6858|6234|623|115|10
2060|"2022-07-06 14:48:43.203"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0081585"|12108|11007|1100|115|11
2061|"2022-07-06 14:48:43.208"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015542"|175000|81818|8182|115|13
2062|"2022-07-06 14:48:43.214"|"5-Angel Rios "|12|"VISACION CONSUL"|"02952474/75/76"|425000|425000|0|115|15
2063|"2022-07-06 14:48:43.219"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002032"|2216500|2015000|201500|115|16
2064|"2022-07-06 14:48:43.225"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"x"|0|0|0|115|32
2065|"2022-07-06 14:48:43.234"|"5-Angel Rios "|15|"CDAP PAGOS"|"x"|0|0|0|115|27
2066|"2022-07-06 14:48:43.239"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002033"|1650000|1650000|0|115|21
2067|"2022-07-06 14:49:33.736"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013407K"|0|0|0|116|2
2068|"2022-07-06 14:49:33.815"|"5-Angel Rios "|2|"INDI"|"22005IC04013407K"|26950|26950|0|116|3
2069|"2022-07-06 14:49:33.898"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013407K"|390196|390196|0|116|5
2070|"2022-07-06 14:49:34.035"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013407K"|315365|315365|0|116|7
2071|"2022-07-06 14:49:34.138"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013407K"|7884144|0|7884144|116|8
2072|"2022-07-06 14:49:34.195"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4274144"|245222|245222|0|116|9
2073|"2022-07-06 14:49:34.248"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017922"|100000|90909|9090|116|12
2074|"2022-07-06 14:49:34.368"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0017208"|484304|440276|44027|116|14
2075|"2022-07-06 14:49:34.425"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0133802"|6858|6234|623|116|10
2076|"2022-07-06 14:49:34.514"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0081585"|12108|11007|1100|116|11
2077|"2022-07-06 14:49:34.602"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015542"|175000|81818|8182|116|13
2078|"2022-07-06 14:49:34.727"|"5-Angel Rios "|12|"VISACION CONSUL"|"02952474/75/76"|425000|425000|0|116|15
2079|"2022-07-06 14:49:34.845"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002032"|2216500|2015000|201500|116|16
2080|"2022-07-06 14:49:34.904"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"x"|0|0|0|116|32
2081|"2022-07-06 14:49:34.993"|"5-Angel Rios "|15|"CDAP PAGOS"|"x"|0|0|0|116|27
2082|"2022-07-06 14:49:35.12"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002033"|1650000|1650000|0|116|21
2083|"2022-07-06 14:50:48.447"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013270X"|2806338|2806338|0|117|2
2084|"2022-07-06 14:50:48.479"|"5-Angel Rios "|2|"INDI"|"22005IC04013270X"|14420|14420|0|117|3
2085|"2022-07-06 14:50:48.499"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013270X"|233361|233361|0|117|5
2086|"2022-07-06 14:50:48.529"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013270X"|200132|200132|0|117|7
2087|"2022-07-06 14:50:48.587"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013270X"|5003292|0|5003292|117|8
2088|"2022-07-06 14:50:48.652"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4252470"|245222|245222|0|117|9
2089|"2022-07-06 14:50:48.689"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017921"|70000|63636|6363|117|12
2090|"2022-07-06 14:50:48.716"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0016627"|260327|236660|23666|117|14
2091|"2022-07-06 14:50:48.746"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0132745"|6849|6226|622|117|10
2092|"2022-07-06 14:50:48.778"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0080530"|6508|5916|591|117|11
2093|"2022-07-06 14:50:48.821"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015537"|175000|81818|8182|117|13
2094|"2022-07-06 14:50:48.877"|"5-Angel Rios "|12|"VISACION CONSUL"|"02945153"|230000|230000|0|117|15
2095|"2022-07-06 14:50:48.907"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002030"|1859000|1690000|169000|117|16
2096|"2022-07-06 14:50:48.955"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"1051806"|616357|616357|0|117|32
2097|"2022-07-06 14:50:48.977"|"5-Angel Rios "|15|"CDAP PAGOS"|"001-024-0122431"|10000|9090|909|117|27
2098|"2022-07-06 14:50:49.03"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002031"|4400000|4000000|400000|117|21
2099|"2022-07-06 14:52:55.291"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04013407K"|0|0|0|118|2
2100|"2022-07-06 14:52:55.332"|"5-Angel Rios "|2|"INDI"|"22005IC04013407K"|26950|26950|0|118|3
2101|"2022-07-06 14:52:55.337"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04013407K"|390196|390196|0|118|5
2102|"2022-07-06 14:52:55.343"|"5-Angel Rios "|4|"IRACIS GENERAL 700"|"22005IC04013407K"|315365|315365|0|118|7
2103|"2022-07-06 14:52:55.359"|"5-Angel Rios "|5|"I.V.A."|"22005IC04013407K"|7884144|0|7884144|118|8
2104|"2022-07-06 14:52:55.374"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4274144"|245222|245222|0|118|9
2105|"2022-07-06 14:52:55.388"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0017922"|100000|90909|9090|118|12
2106|"2022-07-06 14:52:55.416"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0017208"|484304|440276|44027|118|14
2107|"2022-07-06 14:52:55.447"|"5-Angel Rios "|9|"CDAP/ANNP"|"001-025-0133802"|6858|6234|623|118|10
2108|"2022-07-06 14:52:55.496"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0081585"|12108|11007|1100|118|11
2109|"2022-07-06 14:52:55.516"|"5-Angel Rios "|11|"APERTURA AG. TRANSP."|"001-001-0015542"|175000|81818|8182|118|13
2110|"2022-07-06 14:52:55.522"|"5-Angel Rios "|12|"VISACION CONSUL"|"02952474/75/76"|425000|425000|0|118|15
2111|"2022-07-06 14:52:55.532"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"001-001-0002032"|2216500|2015000|201500|118|16
2112|"2022-07-06 14:52:55.54"|"5-Angel Rios "|14|"LICENCIA PREV MIC "|"x"|0|0|0|118|32
2113|"2022-07-06 14:52:55.552"|"5-Angel Rios "|15|"CDAP PAGOS"|"x"|0|0|0|118|27
2114|"2022-07-06 14:52:55.558"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"001-001-0002033"|1650000|1650000|0|118|21
2115|"2022-07-06 15:54:57.772"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IM04006471U"|1588174|1588174|0|119|2
2116|"2022-07-06 15:54:57.777"|"5-Angel Rios "|2|"INDI"|"22002IM04006471U"|7202|7202|0|119|3
2117|"2022-07-06 15:54:57.782"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"22002IM04006471U"|102886|102886|0|119|33
2118|"2022-07-06 15:54:57.787"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IM04006471U"|132348|132348|0|119|5
2119|"2022-07-06 15:54:57.792"|"5-Angel Rios "|5|"IRACIS GENERAL 700"|"22002IM04006471U"|113201|113201|0|119|7
2120|"2022-07-06 15:54:57.796"|"5-Angel Rios "|6|"I.V.A."|"22002IM04006471U"|424503|0|424503|119|8
2121|"2022-07-06 15:54:57.804"|"5-Angel Rios "|7|"CANON INFORMATICO"|"4280828"|54044|54044|0|119|9
2122|"2022-07-06 15:54:57.818"|"5-Angel Rios "|8|"FOTOCOPIAS"|"004-003-0026255"|42000|38181|3818|119|12
2123|"2022-07-06 15:54:57.824"|"5-Angel Rios "|9|"TASA PORTUARIA"|"001-034-0044877"|423658|385143|38514|119|14
2124|"2022-07-06 15:54:57.828"|"5-Angel Rios "|10|"CDAP DINAC"|"001-021-0048465"|20597|18724|1872|119|27
2125|"2022-07-06 15:54:57.835"|"5-Angel Rios "|11|"HON. DESP. S/ LEY 220/93"|"001-001-0002035"|1200000|1090909|109090|119|16
2126|"2022-07-06 15:54:57.839"|"5-Angel Rios "|12|"REPOSICION DE GASTOS ADM"|"x"|1280000|1280000|0|119|21
2127|"2022-07-06 16:02:26.757"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IM04006471U"|1588174|1588174|0|120|2
2128|"2022-07-06 16:02:26.771"|"5-Angel Rios "|2|"INDI"|"22002IM04006471U"|7202|7202|0|120|3
2129|"2022-07-06 16:02:26.778"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"22002IM04006471U"|102886|102886|0|120|33
2130|"2022-07-06 16:02:26.788"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IM04006471U"|132348|132348|0|120|5
2131|"2022-07-06 16:02:26.793"|"5-Angel Rios "|5|"IRACIS GENERAL 700"|"22002IM04006471U"|113201|113201|0|120|7
2132|"2022-07-06 16:02:26.802"|"5-Angel Rios "|6|"I.V.A."|"22002IM04006471U"|424503|0|424503|120|8
2133|"2022-07-06 16:02:26.806"|"5-Angel Rios "|7|"CANON INFORMATICO"|"4280828"|54044|54044|0|120|9
2134|"2022-07-06 16:02:26.81"|"5-Angel Rios "|8|"FOTOCOPIAS"|"004-003-0026255"|42000|38181|3818|120|12
2135|"2022-07-06 16:02:26.818"|"5-Angel Rios "|9|"TASA PORTUARIA"|"001-034-0044877"|423658|385143|38514|120|14
2136|"2022-07-06 16:02:26.823"|"5-Angel Rios "|10|"CDAP DINAC"|"001-021-0048465"|20597|18724|1872|120|27
2137|"2022-07-06 16:02:26.832"|"5-Angel Rios "|11|"HON. DESP. S/ LEY 220/93"|"001-001-0002035"|1200000|1090909|109090|120|16
2138|"2022-07-06 16:02:26.863"|"5-Angel Rios "|12|"REPOSICION DE GASTOS ADM"|"x"|1280000|1280000|0|120|21
2139|"2022-07-08 12:53:02.267"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22032IC04004226J"|33629303|33629303|0|121|2
2140|"2022-07-08 12:53:02.274"|"5-Angel Rios "|2|"INDI"|"22032IC04004226J"|68662|68662|0|121|3
2141|"2022-07-08 12:53:02.281"|"5-Angel Rios "|3|"I.S.C."|"22032IC04004226J"|281423|281423|0|121|4
2142|"2022-07-08 12:53:02.294"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22032IC04004226J"|2887139|2887139|0|121|5
2143|"2022-07-08 12:53:02.299"|"5-Angel Rios "|5|"IRACIS GENERAL 700"|"22032IC04004226J"|2461104|2461104|0|121|7
2144|"2022-07-08 12:53:02.307"|"5-Angel Rios "|6|"I.V.A."|"22032IC04004226J"|61527589|0|61527589|121|8
2145|"2022-07-08 12:53:02.314"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"22032IC04004226J"|343203|343203|0|121|35
2146|"2022-07-08 12:53:02.32"|"5-Angel Rios "|8|"CANON INFORMATICO"|"429881"|245222|245222|0|121|9
2147|"2022-07-08 12:53:02.324"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0030852"|98000|89090|8909|121|12
2148|"2022-07-08 12:53:02.332"|"5-Angel Rios "|10|"TASA PORTUARIA"|"001-005-08952"|4521237|4110215|411021|121|14
2149|"2022-07-08 12:53:02.338"|"5-Angel Rios "|11|"MOPC"|"4298807"|49045|49045|0|121|34
2150|"2022-07-08 12:53:02.343"|"5-Angel Rios "|12|"CDAP PAGOS"|"001-024-0128430"|10000|9090|909|121|27
2151|"2022-07-08 12:53:02.349"|"5-Angel Rios "|13|"VISACION MRE"|"1060411"|980890|980890|0|121|28
2152|"2022-07-08 12:53:02.356"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0128429"|10000|9090|909|121|27
2153|"2022-07-08 12:53:02.361"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"x"|5830000|5300000|530000|121|16
2154|"2022-07-08 12:53:02.369"|"5-Angel Rios "|16|"GASTO ADMIN."|"x"|1900000|1900000|0|121|17
2155|"2022-07-08 12:53:02.374"|"5-Angel Rios "|17|"TASA INT. ANNP"|"429881"|343203|343203|0|121|36
2156|"2022-07-08 12:59:38.657"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22032IC04004226J"|33629303|33629303|0|122|2
2157|"2022-07-08 12:59:38.665"|"5-Angel Rios "|2|"INDI"|"22032IC04004226J"|68662|68662|0|122|3
2158|"2022-07-08 12:59:38.67"|"5-Angel Rios "|3|"I.S.C."|"22032IC04004226J"|281423|281423|0|122|4
2159|"2022-07-08 12:59:38.677"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22032IC04004226J"|2887139|2887139|0|122|5
